,date,event,date0,week,year,week_of_year
1808,2022-05-25,Durable Goods Orders MoM APR,8:30 AM,21,2022,202221
1809,2022-05-25,FOMC Minutes,2:00 PM,21,2022,202221
1811,2022-05-26,GDP Growth Rate QoQ 2nd Est Q1,8:30 AM,21,2022,202221
1813,2022-05-27,Personal Spending MoM APR,8:30 AM,21,2022,202221
1814,2022-05-27,Personal Income MoM APR,8:30 AM,21,2022,202221
1816,2022-06-01,JOLTs Job Openings APR,10:00 AM,22,2022,202222
1817,2022-06-01,ISM Manufacturing PMI MAY,10:00 AM,22,2022,202222
1819,2022-06-02,ADP Employment Change MAY,8:15 AM,22,2022,202222
1821,2022-06-03,Unemployment Rate MAY,8:30 AM,22,2022,202222
1822,2022-06-03,Non Farm Payrolls MAY,8:30 AM,22,2022,202222
1823,2022-06-03,ISM Non-Manufacturing PMI MAY,10:00 AM,22,2022,202222
1825,2022-06-07,Balance of Trade APR,8:30 AM,23,2022,202223
1827,2022-06-10,Core Inflation Rate YoY MAY,8:30 AM,23,2022,202223
1828,2022-06-10,Inflation Rate YoY MAY,8:30 AM,23,2022,202223
1829,2022-06-10,Michigan Consumer Sentiment Prel JUN,10:00 AM,23,2022,202223
1831,2022-06-14,PPI MoM MAY,8:30 AM,24,2022,202224
1833,2022-06-15,Retail Sales MoM MAY,8:30 AM,24,2022,202224
1834,2022-06-15,Fed Interest Rate Decision,2:00 PM,24,2022,202224
1835,2022-06-15,FOMC Economic Projections,2:00 PM,24,2022,202224
1836,2022-06-15,Fed Press Conference,2:30 PM,24,2022,202224
1838,2022-06-16,Building Permits MAY,8:30 AM,24,2022,202224
1839,2022-06-16,Housing Starts MAY,8:30 AM,24,2022,202224
1841,2022-06-21,Existing Home Sales MAY,10:00 AM,25,2022,202225
1843,2022-06-22,Fed Chair Powell Testimony,9:30 AM,25,2022,202225
1845,2022-06-23,Fed Chair Powell Testimony,10:00 AM,25,2022,202225
1847,2022-06-24,New Home Sales MAY,10:00 AM,25,2022,202225
1849,2022-06-27,Durable Goods Orders MoM MAY,8:30 AM,26,2022,202226
1851,2022-06-29,Fed Chair Powell Speech ,9:00 AM,26,2022,202226
1853,2022-06-30,Personal Income MoM MAY,8:30 AM,26,2022,202226
1854,2022-06-30,Personal Spending MoM MAY,8:30 AM,26,2022,202226
1856,2022-07-01,ISM Manufacturing PMI JUN,10:00 AM,26,2022,202226
1858,2022-07-06,ISM Non-Manufacturing PMI JUN,10:00 AM,27,2022,202227
1859,2022-07-06,JOLTs Job Openings MAY,10:00 AM,27,2022,202227
1860,2022-07-06,FOMC Minutes,2:00 PM,27,2022,202227
1862,2022-07-07,Balance of Trade MAY,8:30 AM,27,2022,202227
1864,2022-07-08,Non Farm Payrolls JUN,8:30 AM,27,2022,202227
1865,2022-07-08,Unemployment Rate JUN,8:30 AM,27,2022,202227
1867,2022-07-13,Inflation Rate YoY JUN,8:30 AM,28,2022,202228
1868,2022-07-13,Core Inflation Rate YoY JUN,8:30 AM,28,2022,202228
1870,2022-07-14,PPI MoM JUN,8:30 AM,28,2022,202228
1872,2022-07-15,Retail Sales MoM JUN,8:30 AM,28,2022,202228
1873,2022-07-15,Michigan Consumer Sentiment Prel JUL,10:00 AM,28,2022,202228
1875,2022-07-19,Building Permits JUN,8:30 AM,29,2022,202229
1876,2022-07-19,Housing Starts JUN,8:30 AM,29,2022,202229
1878,2022-07-20,Existing Home Sales JUN,10:00 AM,29,2022,202229
1880,2022-07-26,New Home Sales JUN,10:00 AM,30,2022,202230
1882,2022-07-27,Durable Goods Orders MoM JUN,8:30 AM,30,2022,202230
1883,2022-07-27,Fed Interest Rate Decision,2:00 PM,30,2022,202230
1884,2022-07-27,Fed Press Conference,2:30 PM,30,2022,202230
1886,2022-07-28,GDP Growth Rate QoQ Adv Q2,8:30 AM,30,2022,202230
1888,2022-07-29,Personal Spending MoM JUN,8:30 AM,30,2022,202230
1889,2022-07-29,Personal Income MoM JUN,8:30 AM,30,2022,202230
1891,2022-08-01,ISM Manufacturing PMI JUL,10:00 AM,31,2022,202231
1893,2022-08-02,JOLTs Job Openings JUN,10:00 AM,31,2022,202231
1895,2022-08-03,ISM Non-Manufacturing PMI JUL,10:00 AM,31,2022,202231
1897,2022-08-04,Balance of Trade JUN,8:30 AM,31,2022,202231
1899,2022-08-05,Unemployment Rate JUL,8:30 AM,31,2022,202231
1900,2022-08-05,Non Farm Payrolls JUL,8:30 AM,31,2022,202231
1902,2022-08-10,Inflation Rate YoY JUL,8:30 AM,32,2022,202232
1903,2022-08-10,Core Inflation Rate YoY JUL,8:30 AM,32,2022,202232
1905,2022-08-11,PPI MoM JUL,8:30 AM,32,2022,202232
1907,2022-08-12,Michigan Consumer Sentiment Prel AUG,10:00 AM,32,2022,202232
1909,2022-08-16,Building Permits JUL,8:30 AM,33,2022,202233
1910,2022-08-16,Housing Starts JUL,8:30 AM,33,2022,202233
1912,2022-08-17,Retail Sales MoM JUL,8:30 AM,33,2022,202233
1913,2022-08-17,FOMC Minutes,2:00 PM,33,2022,202233
1915,2022-08-18,Existing Home Sales JUL,10:00 AM,33,2022,202233
1917,2022-08-23,New Home Sales JUL,10:00 AM,34,2022,202234
1919,2022-08-24,Durable Goods Orders MoM JUL,8:30 AM,34,2022,202234
1921,2022-08-25,GDP Growth Rate QoQ 2nd Est Q2,8:30 AM,34,2022,202234
1923,2022-08-26,Personal Income MoM JUL,8:30 AM,34,2022,202234
1924,2022-08-26,Personal Spending MoM JUL,8:30 AM,34,2022,202234
1925,2022-08-26,Fed Chair Powell Speech ,10:00 AM,34,2022,202234
1927,2022-08-30,JOLTs Job Openings JUL,10:00 AM,35,2022,202235
1929,2022-09-01,ISM Manufacturing PMI AUG,10:00 AM,35,2022,202235
1931,2022-09-02,Non Farm Payrolls AUG,8:30 AM,35,2022,202235
1932,2022-09-02,Unemployment Rate AUG,8:30 AM,35,2022,202235
1934,2022-09-06,ISM Non-Manufacturing PMI AUG,10:00 AM,36,2022,202236
1936,2022-09-07,Balance of Trade JUL,8:30 AM,36,2022,202236
1938,2022-09-13,Core Inflation Rate YoY AUG,8:30 AM,37,2022,202237
1939,2022-09-13,Inflation Rate YoY AUG,8:30 AM,37,2022,202237
1941,2022-09-14,PPI MoM AUG,8:30 AM,37,2022,202237
1943,2022-09-15,Retail Sales MoM AUG,8:30 AM,37,2022,202237
1945,2022-09-16,Michigan Consumer Sentiment Prel SEP,10:00 AM,37,2022,202237
1947,2022-09-20,Building Permits AUG,8:30 AM,38,2022,202238
1948,2022-09-20,Housing Starts AUG,8:30 AM,38,2022,202238
1950,2022-09-21,Existing Home Sales AUG,10:00 AM,38,2022,202238
1951,2022-09-21,Fed Interest Rate Decision,2:00 PM,38,2022,202238
1952,2022-09-21,FOMC Economic Projections,2:00 PM,38,2022,202238
1953,2022-09-21,Fed Press Conference,2:30 PM,38,2022,202238
